1, And the winner by KO... YONG PHILLIPS, 1-0-0, 0-1-0
29878, And the winner by KO... LOGAN DAY, 3-3-1, 5-7-3
29879, It's a Draw!!, 4-6-4, 1-6-3
29880, And the winner by KO... KELVIN HUDSON, 4-9-3, 5-4-3
29881, And the winner by KO... ABDUL SANDERS, 7-4-1, 2-6-2
29882, And the winner by KO... RONNY DELUCCA, 4-4-3, 5-6-4
29883, And the winner by KO... JORDON FILICE, 6-4-3, 8-3-4
29884, And the winner by KO... DARELL REED, 6-3-0, 4-3-0
29885, And the winner by KO... CHAD FRANKLIN, 4-6-2, 0-6-2
29886, It's a Draw!!, 5-2-1, 2-1-2
29887, And the winner by KO... NOAH PEREZ, 8-7-2, 5-4-1
29888, And the winner by KO... ROLLAND WOOD, 6-1-1, 4-6-3
29889, And the winner by KO... REGGIE ROBERTS, 5-6-1, 5-2-0
29890, It's a Draw!!, 3-2-2, 4-5-2
29891, It's a Draw!!, 7-2-4, 3-2-5
29892, And the winner by KO... SEBASTIAN BENNETT, 3-1-1, 5-5-1
29893, It's a Draw!!, 8-2-1, 4-6-3
29894, And the winner by KO... CARMEN PRICE, 6-3-2, 4-6-4
29895, And the winner by KO... SALVATORE CHAPMAN, 4-4-0, 6-2-1
29896, And the winner by KO... ALI SNYDER, 2-11-3, 2-4-7
29897, And the winner by KO... SYLVESTER FRANKLIN, 3-7-2, 1-3-6
29898, It's a Draw!!, 3-4-2, 1-2-4
29899, And the winner by KO... DILLON BRYANT, 3-4-3, 4-3-0
29900, And the winner by KO... EUGENE BAILEY, 2-6-1, 3-2-1
29901, And the winner by KO... RODRIGO FREEMAN, 6-4-1, 3-8-2
29902, And the winner by KO... MYLES FAIRES, 2-4-2, 10-2-1
29903, And the winner by KO... MYLES KNIGHT, 3-4-5, 3-4-2
29904, And the winner by KO... WILFORD DUENES, 2-2-2, 3-5-0
29905, And the winner by KO... CLAIR HUDSON, 1-4-3, 2-10-3
29906, It's a Draw!!, 1-1-3, 2-4-4
29907, And the winner by KO... ALEXIS HUNT, 6-7-0, 1-2-3
29908, And the winner by KO... MILTON SIMPSON, 7-3-2, 2-5-4
29909, And the winner by KO... REY DAY, 3-5-3, 2-5-1
29910, And the winner by KO... REYES FARRAH, 3-3-2, 4-4-5
29911, And the winner by KO... SAMUEL LAWRENCE, 3-8-1, 5-1-0
29912, And the winner by KO... RUSSEL GRIFFIN, 2-5-0, 4-4-2
29913, And the winner by KO... TOMAS WARD, 3-4-1, 5-2-1
29914, And the winner by KO... ROCCO FRAZIER, 7-4-3, 3-4-3
29915, And the winner by KO... LINCOLN NELSON, 6-2-0, 1-4-0
29916, And the winner by KO... JERE BARNES, 5-2-1, 0-6-1
29917, It's a Draw!!, 3-6-5, 2-2-3
29918, It's a Draw!!, 6-3-1, 3-3-1
29919, It's a Draw!!, 3-5-3, 5-2-5
29920, And the winner by KO... MACK HAYES, 3-4-5, 5-4-1
29921, It's a Draw!!, 5-4-1, 3-5-3
29922, And the winner by KO... RHETT HENRY, 4-3-1, 5-4-1
29923, It's a Draw!!, 6-4-2, 3-2-6
29924, And the winner by KO... CLARENCE BAILEY, 4-1-1, 3-5-1
29925, And the winner by KO... ABEL EGGLETON, 3-5-1, 5-4-2
29926, It's a Draw!!, 3-4-7, 9-1-1
29927, And the winner by KO... RICHARD DANIELS, 4-2-4, 2-8-1
29928, And the winner by KO... WINFRED FEOLA, 2-2-1, 5-5-2
29929, It's a Draw!!, 2-3-1, 5-4-2
29930, And the winner by KO... EDWARDO MONTGOMERY, 4-3-3, 6-5-3
29931, And the winner by KO... MITCHELL DINGEE, 4-4-3, 6-4-0
29932, And the winner by KO... LINO GRANT, 3-4-2, 7-6-3
29933, And the winner by KO... ALEXANDER RAMOS, 6-4-4, 7-1-3
29934, And the winner by KO... OCTAVIO STANLEY, 3-6-4, 6-2-2
29935, It's a Draw!!, 6-4-4, 3-2-1
29936, And the winner by KO... DREW RAMOS, 6-4-4, 8-4-4
29937, It's a Draw!!, 4-5-4, 5-5-1
29938, And the winner by KO... WINFRED FEOLA, 6-5-2, 5-9-1
29939, And the winner by KO... JOHNATHAN RODRIGUEZ, 5-5-1, 4-2-0
29940, And the winner by KO... AHMAD HARRIS, 4-5-3, 5-1-0
29941, It's a Draw!!, 3-5-3, 4-3-5
29942, And the winner by KO... NEWTON EKDAHL, 5-7-1, 8-2-4
29943, And the winner by KO... RODNEY FIELDS, 3-7-3, 6-5-1
29944, It's a Draw!!, 1-4-1, 1-4-4
29945, And the winner by KO... OLIN DONLAN, 4-4-4, 5-4-2
29946, And the winner by KO... ANDREA BURNS, 7-5-2, 6-5-1
29947, And the winner by KO... SUNG MYERS, 1-7-3, 4-1-1
29948, And the winner by KO... ADAN DEROUIN, 6-5-4, 8-4-1
29949, And the winner by KO... ANTON EMMICK, 4-2-1, 5-4-0
29950, And the winner by KO... DWAIN CARPENTER, 4-5-0, 4-3-0
29951, And the winner by KO... TERRELL DAVIS, 1-5-3, 1-4-1
29952, It's a Draw!!, 1-3-7, 6-2-3
29953, And the winner by KO... SANFORD FREEMAN, 3-5-2, 7-4-2
29954, And the winner by KO... STEPHEN WATSON, 6-8-0, 4-2-2
29955, And the winner by KO... EDMUND RYAN, 5-5-0, 7-2-1
29956, It's a Draw!!, 4-2-3, 6-4-3
29957, And the winner by KO... JUDSON HART, 3-7-3, 4-5-1
29958, And the winner by KO... FORREST EVANS, 4-9-2, 9-7-2
29959, And the winner by KO... LONNIE DESAUTELS, 4-6-4, 5-4-1
29960, And the winner by KO... CURTIS MILLS, 5-8-3, 4-5-1
29961, And the winner by KO... RYAN EDDINGER, 6-5-4, 9-0-2
29962, And the winner by KO... CHI MORGAN, 2-4-2, 5-3-1
29963, And the winner by KO... BUD DINGEE, 2-5-0, 5-6-1
29964, And the winner by KO... QUINTON HILL, 3-1-2, 4-4-1
29965, And the winner by KO... CRAIG JAMES, 6-4-4, 5-4-2
29966, And the winner by KO... JORDON FREEMAN, 6-6-1, 5-6-3
29967, And the winner by KO... NAPOLEON HARRIS, 2-10-1, 5-3-2
29968, And the winner by KO... ORVAL MARTINEZ, 1-6-3, 3-3-0
29969, It's a Draw!!, 6-3-2, 3-2-4
29970, It's a Draw!!, 4-5-4, 2-2-4
29971, And the winner by KO... CLAYTON HARPER, 3-6-1, 4-1-2
29972, It's a Draw!!, 3-4-5, 1-4-1
29973, It's a Draw!!, 3-6-3, 2-6-2
29974, It's a Draw!!, 4-6-3, 1-4-6
29975, And the winner by KO... LLOYD MILLER, 5-3-2, 2-3-2
29976, And the winner by KO... WINFRED FEOLA, 7-5-2, 8-5-2
29977, And the winner by KO... COY DURIO, 1-6-0, 7-8-1
29978, And the winner by KO... HAL HENRY, 5-7-1, 7-3-2
29979, And the winner by KO... JEROLD HERNANDEZ, 6-1-0, 3-6-0
29980, It's a Draw!!, 5-4-2, 5-7-5
29981, And the winner by KO... RON JACKSON, 2-8-3, 7-5-1
29982, And the winner by KO... TIMMY ROBINSON, 7-8-1, 6-5-2
29983, And the winner by KO... SANFORD MORGAN, 4-4-1, 2-3-4
29984, And the winner by KO... KELVIN HUDSON, 4-2-1, 6-4-3
29985, And the winner by KO... COLIN POWELL, 8-4-4, 6-3-4
29986, And the winner by KO... WILLIAMS HARRIS, 6-4-2, 5-5-1
29987, And the winner by KO... BRANDON RICHARDSON, 2-5-1, 5-6-4
29988, And the winner by KO... ELLIOTT BREWER, 3-1-1, 4-13-4
29989, And the winner by KO... DONTE CARPENTER, 3-5-3, 8-3-2
29990, And the winner by KO... MERLE WHITE, 5-7-2, 4-4-4
29991, And the winner by KO... MILFORD WAGNER, 4-6-3, 3-3-0
29992, And the winner by KO... DENIS WATKINS, 5-5-1, 2-1-4
29993, And the winner by KO... LAUREN CHAVEZ, 4-3-3, 7-4-1
29994, It's a Draw!!, 3-6-2, 5-7-3
29995, And the winner by KO... REX FINTON, 3-7-1, 4-5-2
29996, And the winner by KO... WARREN SANDERS, 5-5-4, 4-5-2
29997, And the winner by KO... CEDRIC DAVIS, 4-5-2, 7-3-1
29998, And the winner by KO... STERLING EVANS, 4-8-2, 4-6-1
29999, And the winner by KO... MARGARITO REED, 2-10-2, 6-5-0
30000, And the winner by KO... CHRISTOPER MORRIS, 6-4-3, 4-3-1
30001, And the winner by KO... VIRGILIO HERNANDEZ, 0-1-0, 1-0-0
30002, And the winner by KO... FRANK DOMKE, 1-0-0, 0-1-0
30003, And the winner by KO... ADRIAN WARD, 1-0-0, 0-1-0
30004, And the winner by KO... DARIO DAY, 1-0-0, 0-1-0
30005, And the winner by KO... KELLY DEVALLE, 0-1-0, 1-0-0
30006, And the winner by KO... ROLANDO FILICE, 1-0-0, 0-1-0
30007, And the winner by KO... HERBERT LAWRENCE, 1-0-0, 0-1-0
30008, And the winner by KO... CHET MARTINEZ, 1-0-0, 0-1-0
30009, And the winner by KO... DOUGLAS BURKE, 0-1-0, 1-0-0
30010, It's a Draw!!, 0-0-1, 0-0-1
30011, And the winner by KO... JEFF RAMOS, 0-1-0, 1-0-0
30012, And the winner by KO... JEFFREY WELLS, 1-0-0, 0-1-0
30013, And the winner by KO... JAE CASTILLO, 1-0-0, 0-1-0
30014, And the winner by KO... COREY CASTILLO, 0-1-0, 1-0-0
30015, And the winner by KO... FRANKIE CRUZ, 1-0-0, 0-1-0
30016, And the winner by KO... DERRICK FIELDS, 0-1-0, 1-0-0
30017, It's a Draw!!, 0-0-1, 0-0-1
30018, And the winner by KO... STEVE SNYDER, 1-0-0, 0-1-0
30019, And the winner by KO... BENNIE ALVAREZ, 0-1-0, 1-0-0
30020, And the winner by KO... RODERICK WILSON, 1-0-0, 0-1-0
30021, And the winner by KO... HAROLD GREEN, 1-0-0, 0-1-0
30022, And the winner by KO... WILMER VASQUEZ, 1-0-0, 0-1-0
30023, And the winner by KO... JORGE DENMON, 1-1-0, 0-1-0
30024, And the winner by KO... LON RICHARDS, 1-0-0, 0-1-0
30025, And the winner by KO... JESSIE MAY, 1-0-0, 0-1-0
30026, And the winner by KO... HERIBERTO LEE, 0-1-0, 1-0-0
30027, And the winner by KO... GARTH RAMIREZ, 0-1-0, 1-0-0
30028, And the winner by KO... BILL WHEELER, 0-1-0, 1-0-0
30029, And the winner by KO... FREDDY LAWRENCE, 0-1-0, 1-0-0
30030, And the winner by KO... ARON DEVALLE, 1-0-0, 0-1-0
30031, And the winner by KO... GERARD STEPHENS, 1-0-0, 0-1-0
30032, And the winner by KO... ANTONY EVANS, 1-0-0, 0-1-0
30033, And the winner by KO... AUGUSTUS DUNWOODY, 1-0-0, 0-1-0
30034, And the winner by KO... LUTHER ARNOLD, 0-1-0, 1-0-0
30035, It's a Draw!!, 0-0-1, 0-0-1
30036, And the winner by KO... DELMAR WEBB, 0-1-0, 1-0-0
30037, And the winner by KO... TIM ADAMS, 1-0-0, 0-1-0
30038, And the winner by KO... SAUL DAVIS, 1-0-0, 0-1-0
30039, And the winner by KO... NEVILLE MORRIS, 1-0-0, 0-1-0
30040, And the winner by KO... LANCE DAVIS, 1-0-0, 0-1-0
30041, And the winner by KO... LES FOWLER, 1-0-0, 0-1-0
30042, And the winner by KO... GIUSEPPE BOYD, 0-1-0, 1-0-0
30043, And the winner by KO... HIRAM HOPKINS, 0-1-0, 1-0-0
30044, And the winner by KO... LUCAS BOWMAN, 1-0-0, 0-1-0
30045, It's a Draw!!, 0-0-1, 0-0-1
30046, And the winner by KO... EMMITT WHEELER, 0-1-0, 1-0-0
30047, And the winner by KO... MONTY DIMERY, 1-0-0, 0-2-0
30048, And the winner by KO... REID HUDSON, 1-0-0, 0-1-0
30049, And the winner by KO... DION EGGLETON, 1-0-0, 0-1-0
30050, And the winner by KO... JORGE MORGAN, 1-0-0, 0-1-0
30051, And the winner by KO... JOESPH LYNCH, 1-0-0, 0-1-0
30052, And the winner by KO... CHONG FITZHENRY, 1-1-0, 0-1-0
30053, And the winner by KO... MARCO SMITH, 1-0-0, 0-1-0
30054, And the winner by KO... MAX GILBERT, 1-0-0, 0-1-0
30055, And the winner by KO... JAMISON ANDREWS, 0-2-0, 1-0-0
30056, And the winner by KO... TERRENCE PEARSON, 0-1-0, 1-0-0
30057, And the winner by KO... DUSTIN MORGAN, 0-1-0, 1-0-0
30058, And the winner by KO... ROLLAND KENNEDY, 0-1-0, 1-0-0
30059, And the winner by KO... CAREY ROBERTSON, 0-1-0, 1-0-0
30060, And the winner by KO... ISMAEL DEMSKI, 0-1-0, 1-0-0
30061, And the winner by KO... BLAIR FREEMAN, 1-0-0, 0-1-0
30062, And the winner by KO... OTHA DONATHAN, 1-0-0, 0-1-0
30063, And the winner by KO... BRENTON DAVIS, 0-1-0, 1-0-0
30064, And the winner by KO... ALLAN PATTERSON, 0-1-0, 1-0-0
30065, It's a Draw!!, 0-0-1, 0-0-1
30066, And the winner by KO... BEAU BAILEY, 1-0-0, 0-1-0
30067, It's a Draw!!, 0-0-1, 0-0-1
30068, And the winner by KO... LEON LANE, 1-0-0, 0-1-0
30069, And the winner by KO... ALBERT LAWSON, 0-1-0, 1-0-0
30070, And the winner by KO... BRITT DUNWOODY, 0-1-0, 1-0-0
30071, It's a Draw!!, 0-0-1, 0-0-1
30072, And the winner by KO... KIETH BYRD, 0-1-1, 1-0-0
30073, And the winner by KO... FRED PAYNE, 1-0-0, 0-1-0
30074, And the winner by KO... KYLE CARTER, 1-1-0, 1-0-0
30075, And the winner by KO... ESTEBAN DAVIDSON, 1-0-0, 0-1-0
30076, And the winner by KO... FELIPE GREENE, 1-0-0, 0-1-0
30077, And the winner by KO... KENNETH RUSSELL, 1-0-0, 0-1-0
30078, And the winner by KO... JONATHON TERRY, 1-0-0, 0-1-0
30079, And the winner by KO... HARLEY BELL, 1-0-0, 0-1-0
30080, It's a Draw!!, 0-0-1, 0-0-1
30081, And the winner by KO... MARC HARRISON, 0-1-0, 1-0-0
30082, And the winner by KO... CASEY FREEMAN, 1-0-0, 0-1-0
30083, It's a Draw!!, 0-0-1, 0-2-1
30084, And the winner by KO... RAYFORD STEPHENS, 0-1-0, 1-0-0
30085, And the winner by KO... CHARLES DUNN, 0-1-0, 1-0-0
30086, And the winner by KO... LYMAN JAMES, 1-0-0, 0-1-0
30087, It's a Draw!!, 0-1-1, 0-0-1
30088, And the winner by KO... ELOY REYES, 0-1-0, 1-0-0
30089, And the winner by KO... JULIAN MURRAY, 1-0-0, 0-1-0
30090, And the winner by KO... CLARK LONG, 0-1-0, 1-0-0
30091, And the winner by KO... THOMAS ANDREWS, 0-1-0, 1-0-0
30092, And the winner by KO... GLEN WILLIAMSON, 1-0-0, 0-1-0
30093, And the winner by KO... PATRICK HERNANDEZ, 0-1-0, 1-0-0
30094, And the winner by KO... IKE PIERCE, 1-0-0, 0-1-0
30095, And the winner by KO... ORLANDO BRYANT, 1-1-0, 1-0-0
30096, And the winner by KO... TY VASQUEZ, 0-1-0, 1-0-0
30097, It's a Draw!!, 0-0-1, 0-0-1
30098, And the winner by KO... DONG FILMORE, 1-0-0, 0-1-0
30099, And the winner by KO... JEREMY DESNOYERS, 1-0-0, 0-1-1
30100, And the winner by KO... JONAH EKDAHL, 1-0-0, 0-1-0
30101, And the winner by KO... DENNIS GIBSON, 0-2-0, 1-0-0
30102, And the winner by KO... NOE JAMES, 0-2-0, 1-0-0
30103, And the winner by KO... WALKER LARSON, 1-0-0, 0-1-1
30104, It's a Draw!!, 0-0-1, 0-0-1
30105, And the winner by KO... JOESPH KIM, 1-0-0, 0-1-0
30106, And the winner by KO... JEROLD FELBERBAUM, 0-1-0, 1-1-0
30107, And the winner by KO... STACEY WILLIS, 0-1-0, 1-0-0
30108, And the winner by KO... MICHAL GARDNER, 0-1-0, 1-0-0
30109, And the winner by KO... JARRED HENDERSON, 0-1-0, 1-0-0
30110, And the winner by KO... MAXIMO MCCOY, 0-1-0, 1-0-0
30111, And the winner by KO... ALEX DOBROWOLSKI, 1-0-0, 0-2-0
30112, It's a Draw!!, 0-0-1, 0-0-1
30113, And the winner by KO... LANE GARDNER, 1-0-0, 0-1-0
30114, And the winner by KO... KENNETH WELLS, 0-1-0, 1-0-0
30115, It's a Draw!!, 0-0-1, 0-0-1
30116, And the winner by KO... SOL PEARSON, 0-1-0, 1-0-0
30117, It's a Draw!!, 0-0-1, 0-0-1
30118, It's a Draw!!, 0-1-1, 0-1-1
30119, And the winner by KO... OSCAR HERNANDEZ, 1-0-0, 0-1-0
30120, And the winner by KO... MAXWELL OLSON, 0-1-0, 1-0-0
30121, And the winner by KO... OLIVER ROGERS, 0-1-0, 1-0-0
30122, And the winner by KO... TEODORO STEWART, 0-1-0, 1-0-0
30123, It's a Draw!!, 1-0-1, 0-0-1
30124, It's a Draw!!, 0-0-1, 0-0-1
30125, And the winner by KO... DANTE BURKE, 0-1-0, 1-0-0
30126, And the winner by KO... GERARDO LARSON, 1-1-0, 0-1-0
30127, It's a Draw!!, 0-0-1, 0-0-1
30128, And the winner by KO... MIQUEL MURRAY, 1-0-0, 0-1-0
30129, It's a Draw!!, 1-0-1, 0-0-1
30130, It's a Draw!!, 0-0-2, 0-0-1
30131, It's a Draw!!, 0-0-1, 0-1-1
30132, And the winner by KO... SANDY FITZHENRY, 0-1-1, 1-0-0
30133, It's a Draw!!, 0-1-1, 0-0-1
30134, And the winner by KO... PASQUALE BOWMAN, 1-0-0, 0-1-0
30135, And the winner by KO... SHAYNE JOHNSTON, 0-1-0, 1-0-0
30136, And the winner by KO... MAN HILL, 0-1-0, 1-0-0
30137, And the winner by KO... DICK CHAPMAN, 1-1-0, 0-1-0
30138, And the winner by KO... MINH COOPER, 0-1-0, 1-0-0
30139, It's a Draw!!, 0-0-1, 0-0-1
30140, And the winner by KO... STERLING ENRIQUES, 1-1-0, 1-0-0
30141, And the winner by KO... LEONARDO COLEMAN, 1-0-0, 0-1-0
30142, It's a Draw!!, 0-0-1, 0-0-1
30143, And the winner by KO... HOSEA DOUTT, 1-1-0, 0-1-0
30144, And the winner by KO... BASIL SOTO, 0-1-0, 1-0-0
30145, And the winner by KO... TRAVIS CURTIS, 1-0-0, 0-1-0
30146, And the winner by KO... LUCAS WADE, 0-1-0, 1-0-0
30147, And the winner by KO... ARLEN DELPINO, 1-0-0, 0-1-0
30148, And the winner by KO... GALE MURPHY, 1-0-0, 0-1-0
30149, And the winner by KO... BRADLEY TORRES, 0-1-0, 1-1-0
30150, It's a Draw!!, 0-0-1, 0-0-1
30151, And the winner by KO... JULES SHAW, 0-2-0, 1-0-1
30152, And the winner by KO... BOOKER YOUNG, 1-0-0, 0-1-0
30153, And the winner by KO... DREW SPENCER, 0-1-0, 1-0-0
30154, And the winner by KO... AUGUST WELLS, 0-1-0, 1-1-0
30155, And the winner by KO... EVERETTE WRIGHT, 1-0-0, 0-1-0
30156, And the winner by KO... BERNARDO OLSON, 0-1-1, 1-0-0
30157, And the winner by KO... MARK JORDAN, 1-0-0, 0-1-0
30158, And the winner by KO... DONG MEDINA, 1-0-0, 0-1-0
30159, And the winner by KO... CHONG FITZHENRY, 0-1-0, 2-1-0
30160, And the winner by KO... CLEMENT BRADLEY, 1-0-0, 0-2-0
30161, And the winner by KO... PASQUALE BOWMAN, 2-0-0, 0-1-0
30162, And the winner by KO... TORY LANE, 0-1-0, 1-1-0
30163, And the winner by KO... ELDRIDGE CUNNINGHAM, 0-1-0, 1-1-0
30164, And the winner by KO... HEATH DILULLO, 0-1-0, 1-0-0
30165, It's a Draw!!, 0-0-1, 0-0-1
30166, It's a Draw!!, 0-0-1, 0-0-1
30167, It's a Draw!!, 0-0-1, 0-0-1
30168, It's a Draw!!, 0-1-1, 0-0-1
30169, And the winner by KO... JAE GONZALEZ, 0-2-0, 1-0-0
30170, And the winner by KO... JED COX, 1-0-0, 0-1-0
30171, And the winner by KO... TYREE DIMMITT, 1-0-0, 0-1-0
30172, And the winner by KO... ERIK HOLMES, 0-3-0, 1-0-0
30173, And the winner by KO... ALEC NGUYEN, 1-0-0, 0-1-0
30174, And the winner by KO... RANDY WOOD, 0-1-0, 1-0-0
30175, And the winner by KO... ROLANDO THOMAS, 0-1-0, 1-0-0
30176, And the winner by KO... DONN HANSEN, 1-1-0, 0-1-0
30177, And the winner by KO... CARMINE HAMILTON, 0-1-0, 1-0-0
30178, It's a Draw!!, 0-0-1, 0-0-1
30179, And the winner by KO... RUBIN SOTO, 1-0-0, 1-1-0
30180, And the winner by KO... ELOY PORTER, 1-1-0, 1-0-0
30181, And the winner by KO... DICK CHAPMAN, 0-2-0, 2-1-0
30182, And the winner by KO... RAYMOND ALEXANDER, 1-0-0, 0-1-0
30183, And the winner by KO... MONTE GREEN, 0-1-0, 1-0-0
30184, And the winner by KO... VAN WEST, 0-1-0, 1-0-0
30185, It's a Draw!!, 0-0-1, 0-0-1
30186, And the winner by KO... CLARENCE ALVAREZ, 1-0-0, 0-1-0
30187, And the winner by KO... LAWERENCE BUTLER, 0-1-0, 1-0-0
30188, And the winner by KO... LEOPOLDO DENMON, 1-0-0, 0-1-0
30189, And the winner by KO... BUSTER EAGAR, 0-1-0, 1-0-0
30190, And the winner by KO... FREEMAN DOUGLAS, 0-1-0, 1-0-0
30191, And the winner by KO... OLIVER BARNES, 1-1-0, 0-1-0
30192, And the winner by KO... FERMIN HOPKINS, 1-0-0, 0-1-0
30193, And the winner by KO... LAUREN ELLIS, 1-0-0, 0-1-0
30194, And the winner by KO... MINH DANIELS, 1-0-0, 1-1-0
30195, And the winner by KO... CARLO FLORES, 0-1-0, 1-0-0
30196, It's a Draw!!, 0-0-1, 0-0-1
30197, It's a Draw!!, 0-0-1, 0-0-1
30198, And the winner by KO... EMMITT WHEELER, 2-0-0, 0-1-0
30199, It's a Draw!!, 0-1-1, 0-0-1
30200, And the winner by KO... ANTONIO STONE, 1-1-0, 1-0-0
30201, It's a Draw!!, 0-0-1, 0-0-1
30202, And the winner by KO... ROLANDO THOMAS, 2-1-0, 1-1-0
30203, And the winner by KO... TYRELL FRAZIER, 0-1-0, 1-0-0
30204, And the winner by KO... HARRY JOHNSON, 1-0-0, 0-1-0
30205, And the winner by KO... BRIAN HICKS, 0-1-0, 1-0-0
30206, And the winner by KO... MAN WASHINGTON, 0-1-0, 1-0-0
30207, And the winner by KO... JAME BROWN, 0-1-0, 1-0-0
30208, It's a Draw!!, 0-1-1, 0-0-1
30209, And the winner by KO... DERICK RODRIGUEZ, 1-0-0, 0-1-0
30210, It's a Draw!!, 0-0-1, 0-0-1
30211, And the winner by KO... IAN SPENCER, 0-1-0, 1-0-0
30212, And the winner by KO... CORY LITTLE, 1-0-0, 0-1-0
30213, And the winner by KO... SID DELPINO, 1-0-0, 0-1-0
30214, It's a Draw!!, 0-0-1, 0-0-1
30215, And the winner by KO... BENNETT REYNOLDS, 1-0-0, 1-1-0
30216, And the winner by KO... CORDELL BURKE, 0-1-0, 1-1-0
30217, And the winner by KO... STERLING ENRIQUES, 2-0-0, 0-1-0
30218, And the winner by KO... TYREE RILEY, 1-0-0, 0-1-1
30219, And the winner by KO... JAMISON FLORES, 1-0-0, 0-2-0
30220, And the winner by KO... JULIAN EAKLE, 1-0-0, 0-1-0
30221, It's a Draw!!, 0-0-1, 0-0-1
30222, It's a Draw!!, 1-0-1, 0-0-1
30223, It's a Draw!!, 0-0-1, 0-0-1
30224, And the winner by KO... HAL FRANKLIN, 0-1-0, 1-0-0
30225, And the winner by KO... MARIA FINTON, 1-0-0, 0-1-0
30226, And the winner by KO... COY WARD, 0-1-0, 1-0-0
30227, And the winner by KO... GERALDO SNYDER, 1-0-0, 0-3-0
30228, And the winner by KO... LORENZO DINGEE, 1-0-0, 0-1-1
30229, And the winner by KO... CHONG ROSE, 0-1-0, 1-0-1
30230, It's a Draw!!, 0-0-1, 1-0-1
30231, It's a Draw!!, 0-0-1, 0-0-1
30232, It's a Draw!!, 0-0-1, 0-1-1
30233, And the winner by KO... ANTIONE LEWIS, 0-1-0, 1-0-0
30234, And the winner by KO... MONTE GREEN, 2-0-0, 0-1-0
30235, And the winner by KO... LAWERENCE BUTLER, 0-1-0, 2-0-0
30236, And the winner by KO... HAROLD MARTIN, 1-0-0, 0-1-0
30237, And the winner by KO... HOBERT RICE, 1-0-0, 0-1-0
30238, And the winner by KO... DAVIS FORD, 0-1-0, 1-0-0
30239, And the winner by KO... IRVIN WILSON, 1-1-0, 0-1-0
30240, And the winner by KO... JOSH OWENS, 0-1-0, 1-0-0
30241, And the winner by KO... DENNY RIVERA, 1-0-0, 0-1-0
30242, And the winner by KO... RANDY WEST, 1-0-0, 0-1-0
30243, It's a Draw!!, 0-0-1, 0-1-1
30244, And the winner by KO... TYSON JENSEN, 0-1-0, 1-0-2
30245, And the winner by KO... EDMUNDO MARSHALL, 1-0-1, 0-1-0
30246, And the winner by KO... DANA SMITH, 0-1-0, 1-0-0
30247, And the winner by KO... WILLIAN FOX, 0-1-0, 1-0-0
30248, And the winner by KO... CARL EKDAHL, 1-0-0, 0-1-0
30249, And the winner by KO... TERRENCE PEARSON, 2-0-0, 0-1-0
30250, And the winner by KO... ROSENDO BERRY, 1-1-0, 1-0-0
30251, And the winner by KO... BORIS DUNWOODY, 0-1-0, 1-1-0
30252, It's a Draw!!, 0-0-1, 0-0-1
30253, And the winner by KO... HARRIS RICE, 0-1-0, 1-0-0
30254, It's a Draw!!, 0-0-1, 0-0-1
30255, It's a Draw!!, 0-0-1, 1-0-1
30256, And the winner by KO... EDISON WATSON, 1-0-0, 1-2-0
30257, And the winner by KO... CLIFF HICKS, 1-0-0, 1-1-0
30258, And the winner by KO... PATRICIA ROMERO, 1-0-0, 0-1-0
30259, And the winner by KO... ANGELO MURRAY, 0-1-0, 1-0-0
30260, And the winner by KO... KIM ROBINSON, 1-0-0, 0-1-0
30261, And the winner by KO... GIUSEPPE SILVA, 0-1-0, 1-0-0
30262, It's a Draw!!, 0-0-1, 0-1-1
30263, And the winner by KO... FABIAN NELSON, 0-1-0, 1-0-0
30264, And the winner by KO... BROOKS JONES, 1-0-0, 0-1-0
30265, And the winner by KO... ADOLFO HENRY, 1-0-0, 0-1-0
30266, It's a Draw!!, 0-0-1, 0-1-1
30267, And the winner by KO... TRENTON KELLY, 1-0-0, 0-1-0
30268, And the winner by KO... STEVIE HUNTER, 1-0-0, 0-1-0
30269, And the winner by KO... TOM CRAWFORD, 0-1-0, 1-0-0
30270, And the winner by KO... LEONARD FERNANDEZ, 1-0-0, 0-1-0
30271, And the winner by KO... DON BROOKS, 0-2-0, 1-0-0
30272, And the winner by KO... KIM ROBINSON, 2-0-0, 1-1-0
30273, It's a Draw!!, 0-0-1, 0-0-1
30274, And the winner by KO... MARIANO LAWSON, 0-1-0, 1-0-0
30275, And the winner by KO... ROCCO RAMOS, 1-0-0, 0-1-0
30276, And the winner by KO... KYLE BOYD, 0-1-0, 1-0-0
30277, And the winner by KO... NESTOR ROMERO, 0-1-0, 1-0-0
30278, And the winner by KO... CHONG FITZHENRY, 0-1-0, 3-1-0
30279, It's a Draw!!, 0-0-1, 0-0-1
30280, It's a Draw!!, 0-0-1, 0-1-1
30281, It's a Draw!!, 0-0-1, 0-0-1
30282, And the winner by KO... NOE MURPHY, 0-1-0, 1-0-1
30283, And the winner by KO... DARNELL BANKS, 0-2-0, 1-0-0
30284, It's a Draw!!, 0-1-1, 0-0-1
30285, And the winner by KO... ZACHARIAH OLIVER, 0-1-0, 1-0-0
30286, And the winner by KO... SEBASTIAN REYNOLDS, 1-0-1, 0-1-0
30287, And the winner by KO... DEREK NGUYEN, 1-1-1, 1-0-0
30288, And the winner by KO... OMER HERNANDEZ, 1-0-0, 1-2-0
30289, And the winner by KO... MIKE MEDINA, 1-0-0, 0-1-0
30290, And the winner by KO... MARSHALL YOUNG, 1-0-1, 0-1-0
